"45073662_0_3179937335063201739","1","http://dbpedia.org/ontology/BaseballPlayer"
"11833461_1_3811022039809817402","1","http://dbpedia.org/ontology/Company"
"21245481_0_8730460088443117515","0","http://dbpedia.org/ontology/AdministrativeRegion"
"53822652_0_5767892317858575530","3","http://dbpedia.org/ontology/Person"
"39173938_0_7916056990138658530","1","http://dbpedia.org/ontology/Film"
"8286121_0_8471791395229161598","1","http://dbpedia.org/ontology/City"
"21362676_0_6854186738074119688","3","http://dbpedia.org/ontology/Person"
"46671561_0_6122315295162029872","1","http://dbpedia.org/ontology/Genre"
"80588006_0_6965325215443683359","1","http://dbpedia.org/ontology/Newspaper"
"22864497_0_8632623712684511496","1","http://dbpedia.org/ontology/Company"
"61121469_0_6337620713408906340","0","http://dbpedia.org/ontology/Country"
"90196673_0_5458330029110291950","0","http://dbpedia.org/ontology/Animal"
"53989675_0_8697482470743954630","0","http://dbpedia.org/ontology/Lake"
"66009064_0_9148652238372261251","0","http://dbpedia.org/ontology/BaseballPlayer"
"55004961_0_2904467548072189860","1","http://dbpedia.org/ontology/City"
"50270082_0_444360818941411589","1","http://dbpedia.org/ontology/BaseballPlayer"
"24036779_0_5608105867560183058","0","http://dbpedia.org/ontology/Country"
"41336118_0_4331895026409635103","0","http://dbpedia.org/ontology/Company"
"69881946_0_1105130426898457358","3","http://dbpedia.org/ontology/Person"
"54719588_0_8417197176086756912","3","http://dbpedia.org/ontology/Film"
"43237185_1_3636357855502246981","2","http://dbpedia.org/ontology/EducationalInstitution"
"9834884_0_3871985887467090123","2","http://dbpedia.org/ontology/Country"
"16767252_0_2409448375013995751","1","http://dbpedia.org/ontology/Film"
"61121469_0_6337620713408906340","1","http://dbpedia.org/ontology/City"
"29414811_12_251152470253168163","1","http://dbpedia.org/ontology/VideoGame"
"55238374_0_3379409961751009152","0","http://dbpedia.org/ontology/Country"
"41480166_0_6681239260286218499","0","http://dbpedia.org/ontology/Saint"
"57943722_0_8666078014685775876","0","http://dbpedia.org/ontology/Country"
"38428277_0_1311643810102462607","1","http://dbpedia.org/ontology/Film"
"36102169_0_7739454799295072814","2","http://dbpedia.org/ontology/VideoGame"
"55238374_0_3379409961751009152","1","http://dbpedia.org/ontology/City"
"9567241_0_5666388268510912770","1","http://dbpedia.org/ontology/Newspaper"
"69537082_0_7789694313271016902","1","http://dbpedia.org/ontology/Country"
"57943722_0_8666078014685775876","1","http://dbpedia.org/ontology/City"
"14067031_0_559833072073397908","0","http://dbpedia.org/ontology/Country"
"53822652_0_5767892317858575530","1","http://dbpedia.org/ontology/Film"
"54719588_0_8417197176086756912","5","http://dbpedia.org/ontology/Person"
"24036779_0_5608105867560183058","5","http://dbpedia.org/ontology/GovernmentType"
"34041816_1_4749054164534706977","1","http://dbpedia.org/ontology/Airport"
"39173938_0_7916056990138658530","3","http://dbpedia.org/ontology/Person"
"54719588_0_8417197176086756912","4","http://dbpedia.org/ontology/Country"
"66009064_0_9148652238372261251","2","http://dbpedia.org/ontology/SportsTeam"
"21362676_0_6854186738074119688","1","http://dbpedia.org/ontology/Film"
"39107734_2_2329160387535788734","2","http://dbpedia.org/ontology/City"
"29414811_13_8724394428539174350","1","http://dbpedia.org/ontology/VideoGame"
"75367212_2_2745466355267233390","0","http://dbpedia.org/ontology/VideoGame"
