table,col_id,row_id
10630177_0_4831842476649004753,2,146
10630177_0_4831842476649004753,2,190
10630177_0_4831842476649004753,2,80
10630177_0_4831842476649004753,2,35
10630177_0_4831842476649004753,2,6
10630177_0_4831842476649004753,2,37
10630177_0_4831842476649004753,2,79
10630177_0_4831842476649004753,2,44
10630177_0_4831842476649004753,2,191
10630177_0_4831842476649004753,2,28
10630177_0_4831842476649004753,2,4
10630177_0_4831842476649004753,2,100
10630177_0_4831842476649004753,2,109
10630177_0_4831842476649004753,2,175
10630177_0_4831842476649004753,2,161
10630177_0_4831842476649004753,2,128
10630177_0_4831842476649004753,2,58
10630177_0_4831842476649004753,2,132
10630177_0_4831842476649004753,2,73
10630177_0_4831842476649004753,2,182
10630177_0_4831842476649004753,2,49
10630177_0_4831842476649004753,2,66
10630177_0_4831842476649004753,2,154
10630177_0_4831842476649004753,2,50
10630177_0_4831842476649004753,2,48
10630177_0_4831842476649004753,2,148
10630177_0_4831842476649004753,2,69
10630177_0_4831842476649004753,2,168
10630177_0_4831842476649004753,2,188
10630177_0_4831842476649004753,2,29
10630177_0_4831842476649004753,2,16
10630177_0_4831842476649004753,2,162
10630177_0_4831842476649004753,2,122
11278409_0_3742771475298785475,1,62
11278409_0_3742771475298785475,1,26
11278409_0_3742771475298785475,1,84
11278409_0_3742771475298785475,1,164
11278409_0_3742771475298785475,1,187
11278409_0_3742771475298785475,1,71
11278409_0_3742771475298785475,1,114
11278409_0_3742771475298785475,1,78
11278409_0_3742771475298785475,1,115
11278409_0_3742771475298785475,1,184
11278409_0_3742771475298785475,1,174
11278409_0_3742771475298785475,1,40
11278409_0_3742771475298785475,1,28
11278409_0_3742771475298785475,1,170
11278409_0_3742771475298785475,1,21
11278409_0_3742771475298785475,1,155
11278409_0_3742771475298785475,1,76
11278409_0_3742771475298785475,1,14
11278409_0_3742771475298785475,1,88
11278409_0_3742771475298785475,1,165
11278409_0_3742771475298785475,1,136
11278409_0_3742771475298785475,1,4
11278409_0_3742771475298785475,1,180
11278409_0_3742771475298785475,1,185
11278409_0_3742771475298785475,1,43
11278409_0_3742771475298785475,1,34
11278409_0_3742771475298785475,1,101
11278409_0_3742771475298785475,1,182
11278409_0_3742771475298785475,1,32
11278409_0_3742771475298785475,1,64
11278409_0_3742771475298785475,1,183
11278409_0_3742771475298785475,1,42
11278409_0_3742771475298785475,1,66
11278409_0_3742771475298785475,1,81
11278409_0_3742771475298785475,1,127
11278409_0_3742771475298785475,1,158
11278409_0_3742771475298785475,1,23
11278409_0_3742771475298785475,1,178
11278409_0_3742771475298785475,1,5
11278409_0_3742771475298785475,1,201
11278409_0_3742771475298785475,1,12
11278409_0_3742771475298785475,1,83
11278409_0_3742771475298785475,1,45
11278409_0_3742771475298785475,1,171
11278409_0_3742771475298785475,1,77
11278409_0_3742771475298785475,1,59
11278409_0_3742771475298785475,1,29
11278409_0_3742771475298785475,1,111
11278409_0_3742771475298785475,1,104
11278409_0_3742771475298785475,1,73
11278409_0_3742771475298785475,1,139
11278409_0_3742771475298785475,1,162
11278409_0_3742771475298785475,1,47
11278409_0_3742771475298785475,1,38
11278409_0_3742771475298785475,1,193
11278409_0_3742771475298785475,1,154
11278409_0_3742771475298785475,1,166
11278409_0_3742771475298785475,1,49
11278409_0_3742771475298785475,1,74
11278409_0_3742771475298785475,1,110
11278409_0_3742771475298785475,1,93
11278409_0_3742771475298785475,1,24
11278409_0_3742771475298785475,1,15
11278409_0_3742771475298785475,1,131
11278409_0_3742771475298785475,1,151
11278409_0_3742771475298785475,1,199
11278409_0_3742771475298785475,1,141
11278409_0_3742771475298785475,1,7
11278409_0_3742771475298785475,1,69
11278409_0_3742771475298785475,1,122
11278409_0_3742771475298785475,1,129
11278409_0_3742771475298785475,1,55
11278409_0_3742771475298785475,1,168
11278409_0_3742771475298785475,1,18
11278409_0_3742771475298785475,1,67
11278409_0_3742771475298785475,1,1
11278409_0_3742771475298785475,1,134
11278409_0_3742771475298785475,1,6
11278409_0_3742771475298785475,1,36
11278409_0_3742771475298785475,1,22
11278409_0_3742771475298785475,1,149
11278409_0_3742771475298785475,1,117
11278409_0_3742771475298785475,1,172
11278409_0_3742771475298785475,1,63
11278409_0_3742771475298785475,1,54
11278409_0_3742771475298785475,1,157
11278409_0_3742771475298785475,1,205
11278409_0_3742771475298785475,1,105
11278409_0_3742771475298785475,1,108
11278409_0_3742771475298785475,1,33
11278409_0_3742771475298785475,1,2
11278409_0_3742771475298785475,1,109
11278409_0_3742771475298785475,1,98
11278409_0_3742771475298785475,1,48
11278409_0_3742771475298785475,1,102
11278409_0_3742771475298785475,1,124
11278409_0_3742771475298785475,1,46
11278409_0_3742771475298785475,1,65
11278409_0_3742771475298785475,1,57
11278409_0_3742771475298785475,1,17
11278409_0_3742771475298785475,1,140
11278409_0_3742771475298785475,1,148
11278409_0_3742771475298785475,1,97
11278409_0_3742771475298785475,1,179
11278409_0_3742771475298785475,1,89
11278409_0_3742771475298785475,1,60
11278409_0_3742771475298785475,1,52
11278409_0_3742771475298785475,1,133
11278409_0_3742771475298785475,1,190
11278409_0_3742771475298785475,1,177
11278409_0_3742771475298785475,1,150
11278409_0_3742771475298785475,1,56
11278409_0_3742771475298785475,1,9
11278409_0_3742771475298785475,1,107
11278409_0_3742771475298785475,1,125
11278409_0_3742771475298785475,1,80
11278409_0_3742771475298785475,1,51
11278409_0_3742771475298785475,1,53
11278409_0_3742771475298785475,1,95
11278409_0_3742771475298785475,1,202
11278409_0_3742771475298785475,1,188
11278409_0_3742771475298785475,1,144
11278409_0_3742771475298785475,1,142
11278409_0_3742771475298785475,1,82
11278409_0_3742771475298785475,1,176
11278409_0_3742771475298785475,1,10
11278409_0_3742771475298785475,1,35
11278409_0_3742771475298785475,1,126
11278409_0_3742771475298785475,1,200
11278409_0_3742771475298785475,1,135
11278409_0_3742771475298785475,1,11
11278409_0_3742771475298785475,1,92
11278409_0_3742771475298785475,1,153
11278409_0_3742771475298785475,1,58
11278409_0_3742771475298785475,1,143
11278409_0_3742771475298785475,1,159
11278409_0_3742771475298785475,1,169
11278409_0_3742771475298785475,1,70
11278409_0_3742771475298785475,1,156
11278409_0_3742771475298785475,1,130
11278409_0_3742771475298785475,1,181
11278409_0_3742771475298785475,1,160
11278409_0_3742771475298785475,1,175
11278409_0_3742771475298785475,1,167
11278409_0_3742771475298785475,1,39
11278409_0_3742771475298785475,1,123
11278409_0_3742771475298785475,1,8
11278409_0_3742771475298785475,1,186
11278409_0_3742771475298785475,1,31
11278409_0_3742771475298785475,1,145
11278409_0_3742771475298785475,1,112
11278409_0_3742771475298785475,1,44
11278409_0_3742771475298785475,1,61
11278409_0_3742771475298785475,1,146
11278409_0_3742771475298785475,1,50
11278409_0_3742771475298785475,1,103
11278409_0_3742771475298785475,1,195
11278409_0_3742771475298785475,1,94
11278409_0_3742771475298785475,1,189
11278409_0_3742771475298785475,1,118
11278409_0_3742771475298785475,1,197
11278409_0_3742771475298785475,1,198
11278409_0_3742771475298785475,1,128
11278409_0_3742771475298785475,1,116
11278409_0_3742771475298785475,1,19
11278409_0_3742771475298785475,1,30
11278409_0_3742771475298785475,1,161
11278409_0_3742771475298785475,1,203
11278409_0_3742771475298785475,1,106
11278409_0_3742771475298785475,1,85
11278409_0_3742771475298785475,1,206
11278409_0_3742771475298785475,1,147
11278409_0_3742771475298785475,1,20
11278409_0_3742771475298785475,1,41
11278409_0_3742771475298785475,1,191
11278409_0_3742771475298785475,1,87
11278409_0_3742771475298785475,1,137
11278409_0_3742771475298785475,1,91
11278409_0_3742771475298785475,1,27
11278409_0_3742771475298785475,1,90
11278409_0_3742771475298785475,1,132
11278409_0_3742771475298785475,1,68
11278409_0_3742771475298785475,1,152
11278409_0_3742771475298785475,1,86
11278409_0_3742771475298785475,1,204
11278409_0_3742771475298785475,1,25
11278409_0_3742771475298785475,1,13
11278409_0_3742771475298785475,1,173
11278409_0_3742771475298785475,1,79
11278409_0_3742771475298785475,1,75
11278409_0_3742771475298785475,1,119
11278409_0_3742771475298785475,1,138
11278409_0_3742771475298785475,1,16
11278409_0_3742771475298785475,1,121
11278409_0_3742771475298785475,1,196
11278409_0_3742771475298785475,1,120
11278409_0_3742771475298785475,1,72
11278409_0_3742771475298785475,1,163
11278409_0_3742771475298785475,1,113
11278409_0_3742771475298785475,1,37
11278409_0_3742771475298785475,1,99
11278409_0_3742771475298785475,1,192
1146722_1_7558140036342906956,0,43
1146722_1_7558140036342906956,0,148
1146722_1_7558140036342906956,0,40
1146722_1_7558140036342906956,0,19
1146722_1_7558140036342906956,0,147
1146722_1_7558140036342906956,0,163
1146722_1_7558140036342906956,0,99
1146722_1_7558140036342906956,0,127
1146722_1_7558140036342906956,0,173
1146722_1_7558140036342906956,0,26
1146722_1_7558140036342906956,0,167
1146722_1_7558140036342906956,0,143
1146722_1_7558140036342906956,0,165
1146722_1_7558140036342906956,0,86
1146722_1_7558140036342906956,0,145
1146722_1_7558140036342906956,0,208
1146722_1_7558140036342906956,0,133
1146722_1_7558140036342906956,0,183
1146722_1_7558140036342906956,0,168
1146722_1_7558140036342906956,0,33
1146722_1_7558140036342906956,0,204
1146722_1_7558140036342906956,0,156
1146722_1_7558140036342906956,0,144
1146722_1_7558140036342906956,0,73
1146722_1_7558140036342906956,0,49
1146722_1_7558140036342906956,0,125
1146722_1_7558140036342906956,0,44
1146722_1_7558140036342906956,0,105
1146722_1_7558140036342906956,0,94
1146722_1_7558140036342906956,0,190
1146722_1_7558140036342906956,0,20
1146722_1_7558140036342906956,0,197
1146722_1_7558140036342906956,0,177
1146722_1_7558140036342906956,0,172
1146722_1_7558140036342906956,0,97
1146722_1_7558140036342906956,0,25
1146722_1_7558140036342906956,0,128
1146722_1_7558140036342906956,0,210
1146722_1_7558140036342906956,0,37
1146722_1_7558140036342906956,0,108
1146722_1_7558140036342906956,0,146
1146722_1_7558140036342906956,0,187
1146722_1_7558140036342906956,0,90
1146722_1_7558140036342906956,0,120
1146722_1_7558140036342906956,0,115
1146722_1_7558140036342906956,0,102
1146722_1_7558140036342906956,0,68
1146722_1_7558140036342906956,0,55
1146722_1_7558140036342906956,0,159
1146722_1_7558140036342906956,0,141
1146722_1_7558140036342906956,0,14
1146722_1_7558140036342906956,0,5
1146722_1_7558140036342906956,0,12
1146722_1_7558140036342906956,0,31
1146722_1_7558140036342906956,0,95
1146722_1_7558140036342906956,0,111
1146722_1_7558140036342906956,0,76
1146722_1_7558140036342906956,0,116
1146722_1_7558140036342906956,0,34
1146722_1_7558140036342906956,0,179
1146722_1_7558140036342906956,0,130
1146722_1_7558140036342906956,0,110
1146722_1_7558140036342906956,0,107
1146722_1_7558140036342906956,0,212
1146722_1_7558140036342906956,0,11
1146722_1_7558140036342906956,0,195
1146722_1_7558140036342906956,0,88
1146722_1_7558140036342906956,0,164
1146722_1_7558140036342906956,0,138
1146722_1_7558140036342906956,0,53
1146722_1_7558140036342906956,0,198
1146722_1_7558140036342906956,0,161
1146722_1_7558140036342906956,0,189
1146722_1_7558140036342906956,0,51
1146722_1_7558140036342906956,0,192
1146722_1_7558140036342906956,0,41
1146722_1_7558140036342906956,0,27
1146722_1_7558140036342906956,0,152
1146722_1_7558140036342906956,0,101
1146722_1_7558140036342906956,0,85
1146722_1_7558140036342906956,0,199
1146722_1_7558140036342906956,0,50
1146722_1_7558140036342906956,0,203
1146722_1_7558140036342906956,0,131
1146722_1_7558140036342906956,0,45
1146722_1_7558140036342906956,0,61
1146722_1_7558140036342906956,0,17
1146722_1_7558140036342906956,0,114
1146722_1_7558140036342906956,0,2
1146722_1_7558140036342906956,0,157
1146722_1_7558140036342906956,0,1
1146722_1_7558140036342906956,0,171
1146722_1_7558140036342906956,0,72
1146722_1_7558140036342906956,0,158
1146722_1_7558140036342906956,0,193
1146722_1_7558140036342906956,0,57
1146722_1_7558140036342906956,0,200
1146722_1_7558140036342906956,0,184
1146722_1_7558140036342906956,0,89
1146722_1_7558140036342906956,0,77
1146722_1_7558140036342906956,0,123
1146722_1_7558140036342906956,0,16
1146722_1_7558140036342906956,0,22
1146722_1_7558140036342906956,0,92
1146722_1_7558140036342906956,0,180
1146722_1_7558140036342906956,0,126
1146722_1_7558140036342906956,0,93
1146722_1_7558140036342906956,0,81
1146722_1_7558140036342906956,0,174
1146722_1_7558140036342906956,0,52
1146722_1_7558140036342906956,0,211
1146722_1_7558140036342906956,0,209
1146722_1_7558140036342906956,0,181
1146722_1_7558140036342906956,0,194
1146722_1_7558140036342906956,0,206
1146722_1_7558140036342906956,0,185
1146722_1_7558140036342906956,0,155
1146722_1_7558140036342906956,0,46
1146722_1_7558140036342906956,0,113
1146722_1_7558140036342906956,0,124
1146722_1_7558140036342906956,0,137
1146722_1_7558140036342906956,0,21
1146722_1_7558140036342906956,0,202
1146722_1_7558140036342906956,0,129
1146722_1_7558140036342906956,0,98
1146722_1_7558140036342906956,0,29
1146722_1_7558140036342906956,0,67
1146722_1_7558140036342906956,0,153
1146722_1_7558140036342906956,0,215
1146722_1_7558140036342906956,0,8
1146722_1_7558140036342906956,0,118
1146722_1_7558140036342906956,0,176
1146722_1_7558140036342906956,0,186
1146722_1_7558140036342906956,0,15
1146722_1_7558140036342906956,0,214
1146722_1_7558140036342906956,0,196
1146722_1_7558140036342906956,0,70
1146722_1_7558140036342906956,0,132
1146722_1_7558140036342906956,0,84
1146722_1_7558140036342906956,0,65
1146722_1_7558140036342906956,0,104
1146722_1_7558140036342906956,0,64
1146722_1_7558140036342906956,0,175
1146722_1_7558140036342906956,0,213
1146722_1_7558140036342906956,0,71
1146722_1_7558140036342906956,0,136
1146722_1_7558140036342906956,0,121
1146722_1_7558140036342906956,0,74
1146722_1_7558140036342906956,0,106
1146722_1_7558140036342906956,0,182
1146722_1_7558140036342906956,0,170
1146722_1_7558140036342906956,0,142
1146722_1_7558140036342906956,0,169
1146722_1_7558140036342906956,0,60
1146722_1_7558140036342906956,0,83
1146722_1_7558140036342906956,0,87
1146722_1_7558140036342906956,0,63
1146722_1_7558140036342906956,0,162
1146722_1_7558140036342906956,0,62
1146722_1_7558140036342906956,0,28
1146722_1_7558140036342906956,0,80
1146722_1_7558140036342906956,0,9
1146722_1_7558140036342906956,0,205
1146722_1_7558140036342906956,0,23
1146722_1_7558140036342906956,0,119
1146722_1_7558140036342906956,0,160
1146722_1_7558140036342906956,0,56
1146722_1_7558140036342906956,0,30
1146722_1_7558140036342906956,0,188
1146722_1_7558140036342906956,0,47
1146722_1_7558140036342906956,0,42
1146722_1_7558140036342906956,0,154
1146722_1_7558140036342906956,0,48
1146722_1_7558140036342906956,0,18
1146722_1_7558140036342906956,0,82
1146722_1_7558140036342906956,0,6
1146722_1_7558140036342906956,0,91
1146722_1_7558140036342906956,0,38
1146722_1_7558140036342906956,0,103
1146722_1_7558140036342906956,0,39
1146722_1_7558140036342906956,0,149
1146722_1_7558140036342906956,0,10
1146722_1_7558140036342906956,0,139
1146722_1_7558140036342906956,0,54
1146722_1_7558140036342906956,0,150
1146722_1_7558140036342906956,0,35
1146722_1_7558140036342906956,0,191
1146722_1_7558140036342906956,0,207
1146722_1_7558140036342906956,0,140
1146722_1_7558140036342906956,0,24
1146722_1_7558140036342906956,0,79
1146722_1_7558140036342906956,0,117
1146722_1_7558140036342906956,0,69
1146722_1_7558140036342906956,0,100
1146722_1_7558140036342906956,0,13
1146722_1_7558140036342906956,0,135
1146722_1_7558140036342906956,0,66
1146722_1_7558140036342906956,0,7
1146722_1_7558140036342906956,0,109
1146722_1_7558140036342906956,0,58
1146722_1_7558140036342906956,0,4
1146722_1_7558140036342906956,0,134
1146722_1_7558140036342906956,0,75
1146722_1_7558140036342906956,0,36
1146722_1_7558140036342906956,0,78
1146722_1_7558140036342906956,0,59
1146722_1_7558140036342906956,0,32
1146722_1_7558140036342906956,0,166
1146722_1_7558140036342906956,0,151
1146722_1_7558140036342906956,0,178
1146722_1_7558140036342906956,0,3
1146722_1_7558140036342906956,0,122
1146722_1_7558140036342906956,0,112
1146722_1_7558140036342906956,0,201
1146722_1_7558140036342906956,0,96
11599512_1_280388135214354946,1,194
11599512_1_280388135214354946,1,20
11599512_1_280388135214354946,1,210
11599512_1_280388135214354946,1,178
11599512_1_280388135214354946,1,85
11599512_1_280388135214354946,1,213
11599512_1_280388135214354946,1,8
11599512_1_280388135214354946,1,137
11599512_1_280388135214354946,1,177
11599512_1_280388135214354946,1,81
11599512_1_280388135214354946,1,203
11599512_1_280388135214354946,1,230
11599512_1_280388135214354946,1,106
11599512_1_280388135214354946,1,122
11599512_1_280388135214354946,1,219
11599512_1_280388135214354946,1,123
