table,col_id,row_id
77694908_0_6083291340991074532,1,45
22864497_0_8632623712684511496,0,320
46671561_0_6122315295162029872,0,3
21362676_0_6854186738074119688,1,72
13719111_1_5719401842463579519,0,413
99070098_0_2074872741302696997,1,57
58891288_0_1117541047012405958,1,83
46671561_0_6122315295162029872,0,100
69537082_0_7789694313271016902,1,118
21245481_0_8730460088443117515,1,70
37856682_0_6818907050314633217,0,102
91959037_0_7907661684242014480,1,291
53822652_0_5767892317858575530,1,275
88523363_0_8180214313099580515,0,343
8468806_0_4382447409703007384,1,18
21245481_0_8730460088443117515,1,188
91959037_0_7907661684242014480,1,152
54719588_0_8417197176086756912,3,109
66009064_0_9148652238372261251,0,54
16767252_0_2409448375013995751,1,36
22864497_0_8632623712684511496,0,158
36102169_0_7739454799295072814,2,82
66009064_0_9148652238372261251,0,109
91959037_0_7907661684242014480,1,65
69537082_0_7789694313271016902,1,25
91959037_0_7907661684242014480,1,37
66009064_0_9148652238372261251,0,117
25404227_0_2240631045609013057,1,26
21245481_0_8730460088443117515,1,68
39107734_2_2329160387535788734,1,12
84548468_0_5955155464119382182,1,13
13719111_1_5719401842463579519,0,316
63450419_0_8012592961815711786,1,95
66009064_0_9148652238372261251,0,120
77694908_0_6083291340991074532,1,92
54719588_0_8417197176086756912,3,72
53822652_0_5767892317858575530,1,132
13719111_1_5719401842463579519,0,179
20135078_0_7570343137119682530,1,73
33401079_0_9127583903019856402,0,77
99070098_0_2074872741302696997,1,104
99070098_0_2074872741302696997,1,26
16767252_0_2409448375013995751,1,30
33401079_0_9127583903019856402,0,74
54719588_0_8417197176086756912,3,140
88523363_0_8180214313099580515,0,290
13719111_1_5719401842463579519,0,222
33401079_0_9127583903019856402,0,59
9834884_0_3871985887467090123,1,299
69881946_0_1105130426898457358,1,94
13719111_1_5719401842463579519,0,335
46671561_0_6122315295162029872,0,117
41480166_0_6681239260286218499,0,48
21245481_0_8730460088443117515,1,107
21245481_0_8730460088443117515,1,72
13719111_1_5719401842463579519,0,411
11833461_1_3811022039809817402,0,59
77694908_0_6083291340991074532,1,8
90196673_0_5458330029110291950,0,2
88523363_0_8180214313099580515,0,355
14067031_0_559833072073397908,0,17
13719111_1_5719401842463579519,0,169
90196673_0_5458330029110291950,0,53
11833461_1_3811022039809817402,0,11
21362676_0_6854186738074119688,1,88
22864497_0_8632623712684511496,0,214
88523363_0_8180214313099580515,0,265
90196673_0_5458330029110291950,0,110
22864497_0_8632623712684511496,0,246
43237185_1_3636357855502246981,0,18
9567241_0_5666388268510912770,1,8
36102169_0_7739454799295072814,2,138
21245481_0_8730460088443117515,1,126
66009064_0_9148652238372261251,0,124
36102169_0_7739454799295072814,2,299
36102169_0_7739454799295072814,2,161
41480166_0_6681239260286218499,0,102
63450419_0_8012592961815711786,1,130
29414811_12_251152470253168163,1,23
9475172_1_1023126399856690702,1,139
90196673_0_5458330029110291950,0,260
90196673_0_5458330029110291950,0,380
75367212_2_2745466355267233390,0,9
36102169_0_7739454799295072814,2,37
91959037_0_7907661684242014480,1,40
50270082_0_444360818941411589,1,82
13719111_1_5719401842463579519,0,507
39173938_0_7916056990138658530,1,64
50270082_0_444360818941411589,1,38
88523363_0_8180214313099580515,0,489
9834884_0_3871985887467090123,1,16
88523363_0_8180214313099580515,0,511
63450419_0_8012592961815711786,1,183
29414811_2_4773219892816395776,1,4
22864497_0_8632623712684511496,0,139
11833461_1_3811022039809817402,0,29
63450419_0_8012592961815711786,1,152
36102169_0_7739454799295072814,2,237
53822652_0_5767892317858575530,1,369
33401079_0_9127583903019856402,0,82
39759273_0_1427898308030295194,1,49
41480166_0_6681239260286218499,0,16
53822652_0_5767892317858575530,1,344
9475172_1_1023126399856690702,1,41
28086084_0_3127660530989916727,0,165
16767252_0_2409448375013995751,1,73
53822652_0_5767892317858575530,1,317
69881946_0_1105130426898457358,1,34
28086084_0_3127660530989916727,0,189
88523363_0_8180214313099580515,0,197
54719588_0_8417197176086756912,3,130
77694908_0_6083291340991074532,1,5
54719588_0_8417197176086756912,3,205
50270082_0_444360818941411589,1,57
13719111_1_5719401842463579519,0,237
36102169_0_7739454799295072814,2,140
52299421_0_4473286348258170200,1,68
22864497_0_8632623712684511496,0,19
53822652_0_5767892317858575530,1,209
50245608_0_871275842592178099,0,54
39107734_2_2329160387535788734,1,43
84575189_0_6365692015941409487,2,66
50270082_0_444360818941411589,1,4
69881946_0_1105130426898457358,1,65
84548468_0_5955155464119382182,1,45
63450419_0_8012592961815711786,1,93
41480166_0_6681239260286218499,0,30
54719588_0_8417197176086756912,3,56
53822652_0_5767892317858575530,1,260
88523363_0_8180214313099580515,0,515
13719111_1_5719401842463579519,0,329
99070098_0_2074872741302696997,1,27
84548468_0_5955155464119382182,1,30
50245608_0_871275842592178099,0,36
69537082_0_7789694313271016902,1,56
53822652_0_5767892317858575530,1,119
46671561_0_6122315295162029872,0,166
63450419_0_8012592961815711786,1,47
26310680_0_5150772059999313798,1,3
50245608_0_871275842592178099,0,1
22864497_0_8632623712684511496,0,41
37856682_0_6818907050314633217,0,240
46671561_0_6122315295162029872,0,85
77694908_0_6083291340991074532,1,10
91959037_0_7907661684242014480,1,201
53822652_0_5767892317858575530,1,22
37856682_0_6818907050314633217,0,117
91959037_0_7907661684242014480,1,336
99070098_0_2074872741302696997,1,68
21362676_0_6854186738074119688,1,77
37856682_0_6818907050314633217,0,257
84575189_0_6365692015941409487,2,76
28086084_0_3127660530989916727,0,185
13719111_1_5719401842463579519,0,464
66009064_0_9148652238372261251,0,159
24036779_0_5608105867560183058,0,1
53822652_0_5767892317858575530,1,102
8468806_0_4382447409703007384,1,60
45073662_0_3179937335063201739,1,12
13719111_1_5719401842463579519,0,4
9834884_0_3871985887467090123,1,373
46671561_0_6122315295162029872,0,101
13719111_1_5719401842463579519,0,364
58891288_0_1117541047012405958,1,97
9834884_0_3871985887467090123,1,98
13719111_1_5719401842463579519,0,20
37856682_0_6818907050314633217,0,223
84548468_0_5955155464119382182,1,57
13719111_1_5719401842463579519,0,168
66009064_0_9148652238372261251,0,28
54719588_0_8417197176086756912,3,84
40534006_0_4617468856744635526,1,5
28086084_0_3127660530989916727,0,76
21245481_0_8730460088443117515,1,99
24036779_0_5608105867560183058,0,51
88523363_0_8180214313099580515,0,417
26310680_0_5150772059999313798,1,228
53822652_0_5767892317858575530,1,204
13719111_1_5719401842463579519,0,469
21245481_0_8730460088443117515,1,148
90196673_0_5458330029110291950,0,208
90196673_0_5458330029110291950,0,413
39173938_0_7916056990138658530,1,16
34041816_1_4749054164534706977,1,1
37856682_0_6818907050314633217,0,179
21362676_0_6854186738074119688,1,44
50245608_0_871275842592178099,0,145
90196673_0_5458330029110291950,0,283
36102169_0_7739454799295072814,2,178
9475172_1_1023126399856690702,1,17
39650055_5_7135804139753401681,1,44
39107734_2_2329160387535788734,1,39
99070098_0_2074872741302696997,1,11
35188621_0_6058553107571275232,1,107
35188621_0_6058553107571275232,1,11
26310680_0_5150772059999313798,1,141
13719111_1_5719401842463579519,0,362
39759273_0_1427898308030295194,1,98
37856682_0_6818907050314633217,0,241
90196673_0_5458330029110291950,0,93
11833461_1_3811022039809817402,0,49
13719111_1_5719401842463579519,0,533
88523363_0_8180214313099580515,0,116
9475172_1_1023126399856690702,1,156
66009064_0_9148652238372261251,0,29
50270082_0_444360818941411589,1,15
90196673_0_5458330029110291950,0,398
90196673_0_5458330029110291950,0,94
54719588_0_8417197176086756912,3,214
13719111_1_5719401842463579519,0,61
24036779_0_5608105867560183058,0,3
50270082_0_444360818941411589,1,107
46671561_0_6122315295162029872,0,16
88523363_0_8180214313099580515,0,306
21362676_0_6854186738074119688,1,22
88523363_0_8180214313099580515,0,230
69537082_0_7789694313271016902,1,114
36102169_0_7739454799295072814,2,3
39759273_0_1427898308030295194,1,27
39173938_0_7916056990138658530,1,85
41480166_0_6681239260286218499,0,135
84575189_0_6365692015941409487,2,63
39759273_0_1427898308030295194,1,12
88523363_0_8180214313099580515,0,85
88523363_0_8180214313099580515,0,545
46671561_0_6122315295162029872,0,105
28086084_0_3127660530989916727,0,140
26310680_0_5150772059999313798,1,135
9475172_1_1023126399856690702,1,81
39759273_0_1427898308030295194,1,42
84575189_0_6365692015941409487,2,30
88523363_0_8180214313099580515,0,325
22864497_0_8632623712684511496,0,103
9834884_0_3871985887467090123,1,366
54719588_0_8417197176086756912,3,210
88523363_0_8180214313099580515,0,95
8468806_0_4382447409703007384,1,100
69537082_0_7789694313271016902,1,237
91959037_0_7907661684242014480,1,51
9834884_0_3871985887467090123,1,229
38428277_0_1311643810102462607,1,1
46671561_0_6122315295162029872,0,102
36102169_0_7739454799295072814,2,203
28086084_0_3127660530989916727,0,90
24036779_0_5608105867560183058,0,53
9834884_0_3871985887467090123,1,303
90196673_0_5458330029110291950,0,128
9834884_0_3871985887467090123,1,130
91959037_0_7907661684242014480,1,115
66009064_0_9148652238372261251,0,57
36102169_0_7739454799295072814,2,297
22864497_0_8632623712684511496,0,200
28086084_0_3127660530989916727,0,6
66009064_0_9148652238372261251,0,129
84548468_0_5955155464119382182,1,24
9834884_0_3871985887467090123,1,99
10579449_0_1681126353774891032,1,11
39107734_2_2329160387535788734,1,42
35188621_0_6058553107571275232,1,88
22864497_0_8632623712684511496,0,64
54719588_0_8417197176086756912,3,222
9475172_1_1023126399856690702,1,112
10579449_0_1681126353774891032,1,8
69537082_0_7789694313271016902,1,81
9475172_1_1023126399856690702,1,168
90196673_0_5458330029110291950,0,275
90196673_0_5458330029110291950,0,227
38428277_0_1311643810102462607,1,69
14067031_0_559833072073397908,0,36
37856682_0_6818907050314633217,0,134
22864497_0_8632623712684511496,0,295
53822652_0_5767892317858575530,1,206
26310680_0_5150772059999313798,1,188
52299421_0_4473286348258170200,1,16
9834884_0_3871985887467090123,1,100
66009064_0_9148652238372261251,0,50
69537082_0_7789694313271016902,1,224
8468806_0_4382447409703007384,1,20
53822652_0_5767892317858575530,1,418
21245481_0_8730460088443117515,1,211
41480166_0_6681239260286218499,0,146
37856682_0_6818907050314633217,0,59
28086084_0_3127660530989916727,0,72
66009064_0_9148652238372261251,0,205
90196673_0_5458330029110291950,0,367
84575189_0_6365692015941409487,2,81
9834884_0_3871985887467090123,1,74
13719111_1_5719401842463579519,0,88
22864497_0_8632623712684511496,0,116
26310680_0_5150772059999313798,1,237
28086084_0_3127660530989916727,0,49
41480166_0_6681239260286218499,0,204
60319454_0_3938426910282115527,0,31
90196673_0_5458330029110291950,0,67
60319454_0_3938426910282115527,0,23
9567241_0_5666388268510912770,1,21
53822652_0_5767892317858575530,1,291
39173938_0_7916056990138658530,1,51
90196673_0_5458330029110291950,0,114
14067031_0_559833072073397908,0,31
90196673_0_5458330029110291950,0,119
66009064_0_9148652238372261251,0,146
53822652_0_5767892317858575530,1,42
90196673_0_5458330029110291950,0,132
54719588_0_8417197176086756912,3,11
33401079_0_9127583903019856402,0,73
16767252_0_2409448375013995751,1,38
84575189_0_6365692015941409487,2,47
37856682_0_6818907050314633217,0,115
53822652_0_5767892317858575530,1,81
90196673_0_5458330029110291950,0,38
88523363_0_8180214313099580515,0,112
88523363_0_8180214313099580515,0,38
50245608_0_871275842592178099,0,130
25404227_0_2240631045609013057,1,3
71840765_0_6664391841933033844,0,13
99070098_0_2074872741302696997,1,70
37856682_0_6818907050314633217,0,99
90196673_0_5458330029110291950,0,17
9475172_1_1023126399856690702,1,77
52299421_0_4473286348258170200,1,28
34041816_1_4749054164534706977,1,14
13719111_1_5719401842463579519,0,65
90196673_0_5458330029110291950,0,40
22864497_0_8632623712684511496,0,128
69881946_0_1105130426898457358,1,20
21362676_0_6854186738074119688,1,12
53822652_0_5767892317858575530,1,13
36102169_0_7739454799295072814,2,202
36102169_0_7739454799295072814,2,365
39759273_0_1427898308030295194,1,59
9834884_0_3871985887467090123,1,157
8468806_0_4382447409703007384,1,17
52299421_0_4473286348258170200,1,33
50270082_0_444360818941411589,1,48
36102169_0_7739454799295072814,2,35
8468806_0_4382447409703007384,1,56
13719111_1_5719401842463579519,0,116
13719111_1_5719401842463579519,0,213
53822652_0_5767892317858575530,1,268
24036779_0_5608105867560183058,0,81
90196673_0_5458330029110291950,0,162
13719111_1_5719401842463579519,0,474
41336118_0_4331895026409635103,0,15
50245608_0_871275842592178099,0,177
90196673_0_5458330029110291950,0,276
13719111_1_5719401842463579519,0,76
37856682_0_6818907050314633217,0,106
22864497_0_8632623712684511496,0,344
26310680_0_5150772059999313798,1,36
22864497_0_8632623712684511496,0,239
53822652_0_5767892317858575530,1,118
25404227_0_2240631045609013057,1,16
53822652_0_5767892317858575530,1,355
35188621_0_6058553107571275232,1,105
54719588_0_8417197176086756912,3,234
69537082_0_7789694313271016902,1,116
53822652_0_5767892317858575530,1,155
34041816_1_4749054164534706977,1,30
9475172_1_1023126399856690702,1,102
9834884_0_3871985887467090123,1,177
41480166_0_6681239260286218499,0,11
41480166_0_6681239260286218499,0,72
88523363_0_8180214313099580515,0,287
53822652_0_5767892317858575530,1,69
33401079_0_9127583903019856402,0,51
26310680_0_5150772059999313798,1,56
8468806_0_4382447409703007384,1,82
21362676_0_6854186738074119688,1,31
20135078_0_7570343137119682530,1,28
53822652_0_5767892317858575530,1,33
90196673_0_5458330029110291950,0,88
25404227_0_2240631045609013057,1,91
25404227_0_2240631045609013057,1,67
54719588_0_8417197176086756912,3,162
26310680_0_5150772059999313798,1,113
69537082_0_7789694313271016902,1,216
36102169_0_7739454799295072814,2,291
9834884_0_3871985887467090123,1,61
90196673_0_5458330029110291950,0,362
8468806_0_4382447409703007384,1,22
71840765_0_6664391841933033844,0,6
69537082_0_7789694313271016902,1,170
66009064_0_9148652238372261251,0,229
50270082_0_444360818941411589,1,113
9834884_0_3871985887467090123,1,97
58891288_0_1117541047012405958,1,90
91959037_0_7907661684242014480,1,233
90196673_0_5458330029110291950,0,231
13719111_1_5719401842463579519,0,284
41480166_0_6681239260286218499,0,34
22864497_0_8632623712684511496,0,7
39759273_0_1427898308030295194,1,21
50245608_0_871275842592178099,0,46
69537082_0_7789694313271016902,1,9
26310680_0_5150772059999313798,1,157
22864497_0_8632623712684511496,0,149
26310680_0_5150772059999313798,1,75
91959037_0_7907661684242014480,1,268
66009064_0_9148652238372261251,0,82
50245608_0_871275842592178099,0,219
54719588_0_8417197176086756912,3,103
41336118_0_4331895026409635103,0,19
13719111_1_5719401842463579519,0,103
66009064_0_9148652238372261251,0,89
77694908_0_6083291340991074532,1,88
91959037_0_7907661684242014480,1,282
63450419_0_8012592961815711786,1,82
16767252_0_2409448375013995751,1,20
69537082_0_7789694313271016902,1,201
54719588_0_8417197176086756912,3,3
91959037_0_7907661684242014480,1,217
66009064_0_9148652238372261251,0,8
50270082_0_444360818941411589,1,79
66009064_0_9148652238372261251,0,130
90196673_0_5458330029110291950,0,313
34041816_1_4749054164534706977,1,3
99070098_0_2074872741302696997,1,23
28086084_0_3127660530989916727,0,215
71840765_0_6664391841933033844,0,14
53822652_0_5767892317858575530,1,68
91959037_0_7907661684242014480,1,328
9834884_0_3871985887467090123,1,346
91959037_0_7907661684242014480,1,360
88523363_0_8180214313099580515,0,30
13719111_1_5719401842463579519,0,501
14067031_0_559833072073397908,0,53
41480166_0_6681239260286218499,0,91
50245608_0_871275842592178099,0,162
8468806_0_4382447409703007384,1,10
9475172_1_1023126399856690702,1,145
84575189_0_6365692015941409487,2,13
21245481_0_8730460088443117515,1,183
28086084_0_3127660530989916727,0,198
13719111_1_5719401842463579519,0,552
54719588_0_8417197176086756912,3,139
36102169_0_7739454799295072814,2,112
90196673_0_5458330029110291950,0,312
9834884_0_3871985887467090123,1,64
91959037_0_7907661684242014480,1,67
9834884_0_3871985887467090123,1,46
13719111_1_5719401842463579519,0,56
9475172_1_1023126399856690702,1,132
90196673_0_5458330029110291950,0,353
22864497_0_8632623712684511496,0,39
53822652_0_5767892317858575530,1,426
90196673_0_5458330029110291950,0,205
36102169_0_7739454799295072814,2,221
39650055_5_7135804139753401681,1,50
91959037_0_7907661684242014480,1,75
26310680_0_5150772059999313798,1,16
90196673_0_5458330029110291950,0,420
35188621_0_6058553107571275232,1,60
63450419_0_8012592961815711786,1,57
9834884_0_3871985887467090123,1,250
14380604_4_3329235705746762392,1,20
88523363_0_8180214313099580515,0,575
22864497_0_8632623712684511496,0,46
13719111_1_5719401842463579519,0,415
9834884_0_3871985887467090123,1,3
22864497_0_8632623712684511496,0,12
52299421_0_4473286348258170200,1,72
24036779_0_5608105867560183058,0,9
39173938_0_7916056990138658530,1,88
91959037_0_7907661684242014480,1,82
26310680_0_5150772059999313798,1,118
69537082_0_7789694313271016902,1,89
53822652_0_5767892317858575530,1,343
26310680_0_5150772059999313798,1,250
35188621_0_6058553107571275232,1,58
46671561_0_6122315295162029872,0,57
53822652_0_5767892317858575530,1,388
9834884_0_3871985887467090123,1,137
99070098_0_2074872741302696997,1,24
33401079_0_9127583903019856402,0,71
77694908_0_6083291340991074532,1,29
88523363_0_8180214313099580515,0,356
33401079_0_9127583903019856402,0,18
28086084_0_3127660530989916727,0,194
34041816_1_4749054164534706977,1,23
36102169_0_7739454799295072814,2,307
33401079_0_9127583903019856402,0,69
84575189_0_6365692015941409487,2,93
25404227_0_2240631045609013057,1,22
90196673_0_5458330029110291950,0,292
63450419_0_8012592961815711786,1,71
52299421_0_4473286348258170200,1,26
37856682_0_6818907050314633217,0,123
90196673_0_5458330029110291950,0,408
38428277_0_1311643810102462607,1,54
50245608_0_871275842592178099,0,182
24036779_0_5608105867560183058,0,19
54719588_0_8417197176086756912,3,61
40534006_0_4617468856744635526,1,19
13719111_1_5719401842463579519,0,408
88523363_0_8180214313099580515,0,554
88523363_0_8180214313099580515,0,581
13719111_1_5719401842463579519,0,310
66009064_0_9148652238372261251,0,66
36102169_0_7739454799295072814,2,243
38428277_0_1311643810102462607,1,80
50270082_0_444360818941411589,1,133
13719111_1_5719401842463579519,0,430
90196673_0_5458330029110291950,0,383
66009064_0_9148652238372261251,0,163
22864497_0_8632623712684511496,0,238
26310680_0_5150772059999313798,1,231
21245481_0_8730460088443117515,1,24
88523363_0_8180214313099580515,0,432
50245608_0_871275842592178099,0,138
11833461_1_3811022039809817402,0,7
22864497_0_8632623712684511496,0,151
37856682_0_6818907050314633217,0,84
37856682_0_6818907050314633217,0,160
69537082_0_7789694313271016902,1,90
20135078_0_7570343137119682530,1,38
90196673_0_5458330029110291950,0,234
50245608_0_871275842592178099,0,114
90196673_0_5458330029110291950,0,44
36102169_0_7739454799295072814,2,17
37856682_0_6818907050314633217,0,133
28086084_0_3127660530989916727,0,179
69881946_0_1105130426898457358,1,64
88523363_0_8180214313099580515,0,52
9834884_0_3871985887467090123,1,109
69881946_0_1105130426898457358,1,12
99070098_0_2074872741302696997,1,80
91959037_0_7907661684242014480,1,258
21362676_0_6854186738074119688,1,47
88523363_0_8180214313099580515,0,312
91959037_0_7907661684242014480,1,246
66009064_0_9148652238372261251,0,34
13719111_1_5719401842463579519,0,22
69537082_0_7789694313271016902,1,147
50245608_0_871275842592178099,0,155
50270082_0_444360818941411589,1,152
35188621_0_6058553107571275232,1,19
69537082_0_7789694313271016902,1,12
53822652_0_5767892317858575530,1,51
21245481_0_8730460088443117515,1,43
9834884_0_3871985887467090123,1,279
